,run,activity,time,id,RSSI,phase
19,5,7,13 45 52 42353,e2001d8712461320db93,-52,174
20,5,7,13 45 52 42370,e2001d871271320b9f,-52,174
21,5,7,13 45 52 42386,e2001d8712171320c120,-57,174
22,5,7,13 45 52 42402,e2001d8712401320d4a0,-56,174
23,5,7,13 45 52 42437,e2001d8712171320c120,-57,171
24,5,7,13 45 52 42453,e2001d871271320b9f,-52,174
25,5,7,13 45 52 42486,e2001d8712461320db93,-51,171
26,5,7,13 45 52 42504,e2001d8712171320c120,-58,168
27,5,7,13 45 52 42504,e2001d8712171320c120,-58,168
28,5,7,13 45 52 42504,e2001d8712171320c120,-58,168
29,5,7,13 45 52 42552,e2001d8712171320c120,-58,165
30,5,7,13 45 52 42569,e2001d8712461320db93,-51,174
31,5,7,13 45 52 42602,e2001d871271320b9f,-53,174
32,5,7,13 45 52 42653,e2001d871271320b9f,-53,171
33,5,7,13 45 52 42669,e2001d8712461320db93,-52,168
34,5,7,13 45 52 42669,e2001d8712461320db93,-52,168
35,5,7,13 45 52 42703,e2001d871271320b9f,-53,168
36,5,7,13 45 52 42719,e2001d8712461320db93,-52,174
37,5,7,13 45 52 42736,e2001d871271320b9f,-53,174
38,5,7,13 45 52 42753,e2001d8712461320db93,-52,174
39,5,7,13 45 52 42770,e2001d8712461320db93,-52,174
40,5,7,13 45 52 42787,e2001d871271320b9f,-52,174
41,5,7,13 45 52 42787,e2001d871271320b9f,-52,174
42,5,7,13 45 52 42820,e2001d871271320b9f,-55,174
43,5,7,13 45 52 42837,e2001d8712461320db93,-52,174
44,5,7,13 45 52 42854,e2001d871271320b9f,-53,174
45,5,7,13 45 52 42870,e2001d8712461320db93,-52,171
46,5,7,13 45 52 42870,e2001d8712461320db93,-52,171
47,5,7,13 45 52 42904,e2001d871271320b9f,-53,174
48,5,7,13 45 52 42920,e2001d8712461320db93,-52,174
49,5,7,13 45 52 42937,e2001d8712461320db93,-52,174
50,5,7,13 45 52 42937,e2001d8712461320db93,-52,174
51,5,7,13 45 52 42970,e2001d871271320b9f,-53,171
52,5,7,13 45 53 42986,e2001d8712461320db93,-55,171
53,5,7,13 45 53 42986,e2001d8712461320db93,-55,171
54,5,7,13 45 53 43036,e2001d871271320b9f,-52,171
55,5,7,13 45 53 43036,e2001d871271320b9f,-52,171
56,5,7,13 45 53 43070,e2001d871271320b9f,-52,171
57,5,7,13 45 53 43086,e2001d8712461320db93,-55,174
58,5,7,13 45 53 43086,e2001d8712461320db93,-55,174
59,5,7,13 45 53 43086,e2001d8712461320db93,-55,174
60,5,7,13 45 53 43137,e2001d8712461320db93,-55,174
61,5,7,13 45 53 43153,e2001d871271320b9f,-51,171
62,5,7,13 45 53 43170,e2001d8712461320db93,-55,171
63,5,7,13 45 53 43186,e2001d871271320b9f,-52,168
64,5,7,13 45 53 43219,e2001d8712461320db93,-55,174
65,5,7,13 45 53 43237,e2001d871271320b9f,-51,174
66,5,7,13 45 53 43254,e2001d8712461320db93,-55,168
67,5,7,13 45 53 43270,e2001d871271320b9f,-52,171
68,5,7,13 45 53 43270,e2001d871271320b9f,-52,171
69,5,7,13 45 53 43302,e2001d8712461320db93,-55,174
70,5,7,13 45 53 43319,e2001d871271320b9f,-52,174
71,5,7,13 45 53 43336,e2001d871271320b9f,-52,174
72,5,7,13 45 53 43353,e2001d8712461320db93,-55,174
73,5,7,13 45 53 43370,e2001d871271320b9f,-52,174
74,5,7,13 45 53 43387,e2001d8712461320db93,-57,174
75,5,7,13 45 53 43387,e2001d8712461320db93,-57,174
76,5,7,13 45 53 43420,e2001d8712461320db93,-57,174
77,5,7,13 45 53 43436,e2001d871271320b9f,-52,171
78,5,7,13 45 53 43453,e2001d871271320b9f,-52,171
79,5,7,13 45 53 43487,e2001d8712461320db93,-58,171
80,5,7,13 45 53 43519,e2001d871271320b9f,-51,174
81,5,7,13 45 53 43553,e2001d871271320b9f,-51,171
82,5,7,13 45 53 43570,e2001d871271320b9f,-51,171
83,5,7,13 45 53 43570,e2001d871271320b9f,-51,171
84,5,7,13 45 53 43603,e2001d871271320b9f,-51,174
85,5,7,13 45 53 43603,e2001d871271320b9f,-51,174
